"[(0, 3.4316945e-05), (1, 1.4456428e-05), (2, 0.99990296), (3, 4.933293e-06), (4, 4.3275002e-05)]","[(0, 2.7000553e-05), (1, 1.13743035e-05), (2, 0.99992365), (3, 3.88151e-06), (4, 3.4049906e-05)]","[(0, 0.9999213), (1, 1.1948951e-05), (2, 2.687984e-05), (3, 4.07761e-06), (4, 3.5767276e-05)]","[(0, 2.6587959e-05), (1, 0.04341486), (2, 2.5196723e-05), (3, 3.8222483e-06), (4, 0.95652956)]","[(0, 2.0387946e-05), (1, 8.588656e-06), (2, 1.9320796e-05), (3, 0.999926), (4, 2.5710273e-05)]","[(0, 2.9077151e-05), (1, 1.2248893e-05), (2, 2.7554679e-05), (3, 4.179966e-06), (4, 0.9999269)]","[(0, 0.997889), (1, 1.259089e-05), (2, 0.0020563952), (3, 4.2966735e-06), (4, 3.7692458e-05)]","[(0, 1.5826943e-05), (1, 6.6671932e-06), (2, 0.9228026), (3, 2.2751967e-06), (4, 0.07717265)]","[(0, 2.2806342e-05), (1, 9.607659e-06), (2, 0.9999355), (3, 3.2786384e-06), (4, 2.8754754e-05)]","[(0, 0.99991953), (1, 1.2218313e-05), (2, 2.748577e-05), (3, 4.1695307e-06), (4, 3.657476e-05)]","[(0, 0.008827361), (1, 2.8696477e-05), (2, 6.455451e-05), (3, 9.792746e-06), (4, 0.99106956)]","[(0, 0.00040136283), (1, 0.00016907677), (2, 0.9988657), (3, 5.769788e-05), (4, 0.00050613657)]","[(0, 2.9413304e-05), (1, 1.2390759e-05), (2, 2.7874255e-05), (3, 4.228378e-06), (4, 0.9999261)]","[(0, 0.98622787), (1, 0.013660924), (2, 4.4816356e-05), (3, 6.798463e-06), (4, 5.9635444e-05)]","[(0, 1.9748257e-05), (1, 8.319165e-06), (2, 1.8714603e-05), (3, 2.8389363e-06), (4, 0.99995035)]","[(0, 2.0552518e-05), (1, 8.658141e-06), (2, 0.9999419), (3, 2.954613e-06), (4, 2.5912785e-05)]","[(0, 0.016825818), (1, 0.68088424), (2, 5.4791646e-05), (3, 8.3117175e-06), (4, 0.3022268)]","[(0, 2.2665767e-05), (1, 0.999924), (2, 2.147957e-05), (3, 3.2583985e-06), (4, 2.857882e-05)]","[(0, 4.9024115e-05), (1, 2.0652084e-05), (2, 4.645848e-05), (3, 7.0475767e-06), (4, 0.9998768)]","[(0, 0.1522654), (1, 3.8773753e-05), (2, 8.722325e-05), (3, 1.3231642e-05), (4, 0.84759533)]"
"[(0, 1.0223838e-05), (1, 1.3730682e-06), (2, 1.1215215e-05), (3, 0.99996394), (4, 1.32654495e-05)]","[(0, 0.38906583), (1, 1.3388009e-05), (2, 0.00010935324), (3, 9.811187e-05), (4, 0.6107133)]","[(0, 2.2177946e-05), (1, 2.978513e-06), (2, 2.4328492e-05), (3, 2.1827562e-05), (4, 0.9999287)]","[(0, 5.798952e-05), (1, 7.788025e-06), (2, 6.361251e-05), (3, 5.707332e-05), (4, 0.99981356)]","[(0, 0.9999214), (1, 3.0047813e-06), (2, 2.4543006e-05), (3, 2.2020056e-05), (4, 2.9029095e-05)]","[(0, 1.2786745e-05), (1, 1.7172684e-06), (2, 0.9999563), (3, 1.2584734e-05), (4, 1.6590768e-05)]","[(0, 4.1102736e-05), (1, 5.5201244e-06), (2, 4.5088316e-05), (3, 4.0453368e-05), (4, 0.99986786)]","[(0, 1.8453984e-05), (1, 0.9999192), (2, 2.0243404e-05), (3, 1.8162431e-05), (4, 2.3943896e-05)]","[(0, 8.037187e-05), (1, 1.0793988e-05), (2, 0.9680598), (3, 0.031744804), (4, 0.00010428287)]","[(0, 4.903436e-05), (1, 6.5853465e-06), (2, 0.0013442731), (3, 4.8259677e-05), (4, 0.99855185)]","[(0, 0.9999141), (1, 3.2838084e-06), (2, 2.6822094e-05), (3, 2.4064864e-05), (4, 3.1724765e-05)]","[(0, 0.9679759), (1, 4.797089e-06), (2, 3.9182603e-05), (3, 3.5154713e-05), (4, 0.031944904)]","[(0, 0.9997188), (1, 1.0749571e-05), (2, 8.7802335e-05), (3, 7.8776495e-05), (4, 0.000103851096)]","[(0, 1.57487e-05), (1, 2.1150604e-06), (2, 0.997806), (3, 1.5499887e-05), (4, 0.0021606549)]","[(0, 2.0123056e-05), (1, 2.7025378e-06), (2, 2.207431e-05), (3, 0.999929), (4, 2.610933e-05)]","[(0, 0.018517375), (1, 2.8039283e-06), (2, 0.9814322), (3, 2.054814e-05), (4, 2.708865e-05)]","[(0, 0.00016654062), (1, 2.2366505e-05), (2, 0.20179218), (3, 0.108660124), (4, 0.68935883)]","[(0, 0.0005477564), (1, 7.356401e-05), (2, 0.00060087064), (3, 0.7648988), (4, 0.23387906)]","[(0, 0.0001445668), (1, 1.9415416e-05), (2, 0.9995062), (3, 0.00014228273), (4, 0.0001875707)]","[(0, 1.1374748e-05), (1, 1.5276361e-06), (2, 1.2477727e-05), (3, 0.9999599), (4, 1.4758611e-05)]"
"[(0, 5.3926165e-06), (1, 0.9999796), (2, 2.6011373e-06), (3, 9.136669e-06), (4, 3.2119526e-06)]","[(0, 0.04545589), (1, 0.5508431), (2, 6.3273237e-06), (3, 0.40368682), (4, 7.813145e-06)]","[(0, 0.9625946), (1, 0.02710578), (2, 0.010172908), (3, 9.3734976e-05), (4, 3.295156e-05)]","[(0, 1.7986526e-05), (1, 1.5401723e-05), (2, 8.67583e-06), (3, 0.9999472), (4, 1.0713142e-05)]","[(0, 1.8980227e-05), (1, 0.9999284), (2, 9.155144e-06), (3, 3.2158354e-05), (4, 1.1305011e-05)]","[(0, 0.25469744), (1, 5.3715314e-05), (2, 3.0257974e-05), (3, 0.0012367807), (4, 0.7439818)]","[(0, 1.4357644e-05), (1, 1.229434e-05), (2, 0.99994045), (3, 2.432603e-05), (4, 8.551707e-06)]","[(0, 0.9759044), (1, 1.8445e-05), (2, 1.0390116e-05), (3, 0.024053907), (4, 1.2829987e-05)]","[(0, 0.011231362), (1, 0.76893014), (2, 1.3278285e-05), (3, 0.21980883), (4, 1.6396374e-05)]","[(0, 3.215098e-05), (1, 2.7530636e-05), (2, 1.5508076e-05), (3, 0.99990565), (4, 1.914978e-05)]","[(0, 0.10457983), (1, 0.4673645), (2, 0.15672271), (3, 0.27130833), (4, 2.4651272e-05)]","[(0, 1.0049748e-05), (1, 8.6055215e-06), (2, 4.8475126e-06), (3, 1.7027352e-05), (4, 0.9999595)]","[(0, 1.8108347e-05), (1, 1.5506037e-05), (2, 8.734591e-06), (3, 0.99994683), (4, 1.0785701e-05)]","[(0, 0.99993813), (1, 1.4594595e-05), (2, 8.221173e-06), (3, 2.8878165e-05), (4, 1.0151719e-05)]","[(0, 1.19501165e-05), (1, 1.0232792e-05), (2, 5.7641582e-06), (3, 0.98506665), (4, 0.014905381)]","[(0, 7.2599355e-06), (1, 6.2166264e-06), (2, 3.5018415e-06), (3, 0.9999787), (4, 4.3241657e-06)]","[(0, 0.013377136), (1, 1.1953489e-05), (2, 6.7334304e-06), (3, 0.98659587), (4, 8.314617e-06)]","[(0, 0.19216713), (1, 2.1481601e-05), (2, 1.2100641e-05), (3, 0.05772761), (4, 0.7500717)]","[(0, 0.999831), (1, 3.9865845e-05), (2, 2.2456532e-05), (3, 7.888098e-05), (4, 2.7729915e-05)]","[(0, 0.3957692), (1, 0.084878124), (2, 1.991823e-05), (3, 0.51930815), (4, 2.4595554e-05)]"
"[(0, 2.9064266e-05), (1, 3.2198936e-05), (2, 2.8776198e-05), (3, 0.99990237), (4, 7.5980647e-06)]","[(0, 3.8443544e-05), (1, 4.2589792e-05), (2, 0.999874), (3, 3.4966706e-05), (4, 1.0050023e-05)]","[(0, 0.9999379), (1, 2.1058055e-05), (2, 1.881959e-05), (3, 1.7288903e-05), (4, 4.969123e-06)]","[(0, 0.07650736), (1, 3.9966966e-05), (2, 3.571849e-05), (3, 0.92340755), (4, 9.431107e-06)]","[(0, 1.2912191e-05), (1, 1.430481e-05), (2, 1.2784213e-05), (3, 1.17444115e-05), (4, 0.99994826)]","[(0, 3.599341e-05), (1, 3.9875405e-05), (2, 0.999882), (3, 3.273816e-05), (4, 9.409501e-06)]","[(0, 2.1593733e-05), (1, 0.99993175), (2, 2.1379708e-05), (3, 1.9640795e-05), (4, 5.6450963e-06)]","[(0, 0.9998845), (1, 3.9148927e-05), (2, 3.4987406e-05), (3, 3.214171e-05), (4, 9.2380715e-06)]","[(0, 0.097523086), (1, 2.4094232e-05), (2, 2.153302e-05), (3, 0.90242565), (4, 5.6855765e-06)]","[(0, 8.1341905e-06), (1, 9.011487e-06), (2, 8.053569e-06), (3, 0.99997264), (4, 2.1264639e-06)]","[(0, 3.233236e-05), (1, 0.9998978), (2, 3.20119e-05), (3, 2.9408218e-05), (4, 8.452419e-06)]","[(0, 0.99791694), (1, 4.0148738e-05), (2, 0.0020004653), (3, 3.2962573e-05), (4, 9.474001e-06)]","[(0, 2.4546556e-05), (1, 2.7193977e-05), (2, 0.99991953), (3, 2.2326563e-05), (4, 6.417032e-06)]","[(0, 0.99993813), (1, 2.0962263e-05), (2, 1.8733981e-05), (3, 1.7210255e-05), (4, 4.9465184e-06)]","[(0, 5.2475945e-05), (1, 0.5906221), (2, 0.40926394), (3, 4.7730016e-05), (4, 1.3718413e-05)]","[(0, 3.7462705e-05), (1, 0.99988157), (2, 3.7091395e-05), (3, 3.4074576e-05), (4, 9.793609e-06)]","[(0, 1.2345981e-05), (1, 0.5521137), (2, 1.2223615e-05), (3, 0.44785848), (4, 3.2275223e-06)]","[(0, 1.8056844e-05), (1, 0.99994296), (2, 1.7877876e-05), (3, 1.642378e-05), (4, 4.7204726e-06)]","[(0, 1.4404231e-05), (1, 1.595777e-05), (2, 1.42614645e-05), (3, 1.3101511e-05), (4, 0.9999423)]","[(0, 5.0353443e-05), (1, 5.578421e-05), (2, 0.99983495), (3, 4.5799476e-05), (4, 1.3163543e-05)]"
"[(0, 9.620451e-05), (1, 0.00013051712), (2, 0.99958014), (3, 9.048088e-05), (4, 0.00010265694)]","[(0, 7.919208e-05), (1, 0.9996669), (2, 9.423094e-05), (3, 7.4496056e-05), (4, 8.5126776e-05)]","[(0, 0.00057929405), (1, 0.99747485), (2, 0.00076033967), (3, 0.0005448664), (4, 0.0006406787)]","[(0, 9.402273e-05), (1, 0.00012377164), (2, 0.9995915), (3, 8.844045e-05), (4, 0.00010222656)]","[(0, 0.00016385752), (1, 0.00021957044), (2, 0.9992846), (3, 0.00015411573), (4, 0.0001778274)]","[(0, 0.00044918343), (1, 0.9980503), (2, 0.0005920592), (3, 0.0004223977), (4, 0.00048607358)]","[(0, 0.00033230367), (1, 0.9540316), (2, 0.044955), (3, 0.00031245375), (4, 0.0003686807)]","[(0, 0.000332889), (1, 0.0005133048), (2, 0.998479), (3, 0.0003130205), (4, 0.00036175016)]","[(0, 0.00022788745), (1, 0.99872416), (2, 0.00057584), (3, 0.00021427634), (4, 0.00025786765)]","[(0, 0.00036850202), (1, 0.99842465), (2, 0.00046174103), (3, 0.00034657767), (4, 0.0003985586)]","[(0, 0.00015106495), (1, 0.9993418), (2, 0.00020081247), (3, 0.00014207422), (4, 0.00016427823)]","[(0, 0.00016818233), (1, 0.0002325658), (2, 0.00021802458), (3, 0.00015817641), (4, 0.9992231)]","[(0, 0.00027758727), (1, 0.00037717551), (2, 0.99876297), (3, 0.00026104355), (4, 0.00032124165)]","[(0, 0.00020517239), (1, 0.99915767), (2, 0.00023449236), (3, 0.00019295709), (4, 0.00020966923)]","[(0, 0.00042081164), (1, 0.9981347), (2, 0.0005681522), (3, 0.00039572944), (4, 0.0004806577)]","[(0, 5.1488187e-05), (1, 7.178569e-05), (2, 0.999773), (3, 4.8424932e-05), (4, 5.532081e-05)]","[(0, 0.00015143634), (1, 0.00020898838), (2, 0.9993339), (3, 0.0001424154), (4, 0.0001632952)]","[(0, 0.00010545807), (1, 0.99953705), (2, 0.00014420183), (3, 9.919365e-05), (4, 0.00011413965)]","[(0, 0.00017325736), (1, 0.99881876), (2, 0.00065408315), (3, 0.00016291541), (4, 0.00019098309)]","[(0, 0.00018153805), (1, 0.00024268791), (2, 0.00024642536), (3, 0.00017076041), (4, 0.9991586)]"
"[(0, 1.099786e-05), (1, 0.4807251), (2, 3.4995242e-06), (3, 0.51921064), (4, 4.977759e-05)]","[(0, 3.834947e-06), (1, 1.7992616e-05), (2, 1.220282e-06), (3, 2.8198885e-05), (4, 0.99994874)]","[(0, 3.6142835e-06), (1, 1.6965721e-05), (2, 1.1500667e-06), (3, 0.97757334), (4, 0.022404935)]","[(0, 1.8084236e-05), (1, 8.4914165e-05), (2, 5.7544125e-06), (3, 0.009675443), (4, 0.99021584)]","[(0, 8.704257e-06), (1, 0.99988425), (2, 2.7696988e-06), (3, 6.487896e-05), (4, 3.940929e-05)]","[(0, 8.70722e-06), (1, 0.9998845), (2, 2.7706417e-06), (3, 6.4636995e-05), (4, 3.9429924e-05)]","[(0, 2.2383885e-05), (1, 0.000105106395), (2, 7.1225627e-06), (3, 0.818515), (4, 0.18135042)]","[(0, 7.9883475e-06), (1, 0.9998937), (2, 2.541896e-06), (3, 5.9549144e-05), (4, 3.617277e-05)]","[(0, 2.2120927e-05), (1, 0.000103820756), (2, 7.0388896e-06), (3, 0.9997669), (4, 0.000100137244)]","[(0, 1.0901711e-05), (1, 0.3678463), (2, 3.4689297e-06), (3, 0.03663812), (4, 0.5955012)]","[(0, 0.99988186), (1, 3.261396e-05), (2, 2.2108886e-06), (3, 5.1826504e-05), (4, 3.1453896e-05)]","[(0, 6.77134e-06), (1, 3.1772397e-05), (2, 2.1546437e-06), (3, 5.021915e-05), (4, 0.9999091)]","[(0, 6.1556743e-06), (1, 2.8883398e-05), (2, 1.9587385e-06), (3, 0.9999352), (4, 2.785984e-05)]","[(0, 1.7499126e-05), (1, 8.2173014e-05), (2, 5.5682303e-06), (3, 0.60618013), (4, 0.3937146)]","[(0, 7.376007e-06), (1, 0.99990207), (2, 2.3470488e-06), (3, 5.484395e-05), (4, 3.339453e-05)]","[(0, 6.8400336e-06), (1, 3.2104166e-05), (2, 2.176502e-06), (3, 0.99992794), (4, 3.0955915e-05)]","[(0, 9.531153e-06), (1, 0.99987316), (2, 3.0328176e-06), (3, 7.105481e-05), (4, 4.315065e-05)]","[(0, 1.4206882e-05), (1, 6.667935e-05), (2, 4.5206366e-06), (3, 0.9998503), (4, 6.4314394e-05)]","[(0, 3.6620315e-06), (1, 1.7196422e-05), (2, 1.1652602e-06), (3, 0.9999614), (4, 1.6576549e-05)]","[(0, 2.6665397e-05), (1, 0.00012517994), (2, 8.484942e-06), (3, 0.3922077), (4, 0.607632)]"
"[(0, 7.2609015e-05), (1, 0.9998814), (2, 2.7833264e-06), (3, 3.6687517e-05), (4, 6.564594e-06)]","[(0, 0.06334159), (1, 1.472632e-05), (2, 1.3402896e-06), (3, 0.9366392), (4, 3.1611303e-06)]","[(0, 0.99997634), (1, 9.4372135e-06), (2, 8.5891384e-07), (3, 1.1322017e-05), (4, 2.0257849e-06)]","[(0, 0.99995315), (1, 1.8692052e-05), (2, 1.7012317e-06), (3, 2.2424952e-05), (4, 4.0124273e-06)]","[(0, 0.98906296), (1, 0.00011933709), (2, 1.0861219e-05), (3, 0.010781235), (4, 2.5616648e-05)]","[(0, 2.5432115e-05), (1, 1.0696031e-05), (2, 9.73486e-07), (3, 0.9999606), (4, 2.296008e-06)]","[(0, 0.00010141666), (1, 0.99983454), (2, 3.8722633e-06), (3, 5.1041166e-05), (4, 9.132898e-06)]","[(0, 0.99979955), (1, 8.0023114e-05), (2, 7.283155e-06), (3, 9.6003125e-05), (4, 1.717763e-05)]","[(0, 0.9997984), (1, 8.045633e-05), (2, 7.3225865e-06), (3, 9.65278e-05), (4, 1.7270633e-05)]","[(0, 4.365626e-05), (1, 1.829858e-05), (2, 1.6654168e-06), (3, 0.99993247), (4, 3.9279566e-06)]","[(0, 6.503228e-05), (1, 2.7173783e-05), (2, 2.4731771e-06), (3, 3.260074e-05), (4, 0.99987274)]","[(0, 0.00020207778), (1, 0.99967057), (2, 7.700676e-06), (3, 0.000101508536), (4, 1.8162373e-05)]","[(0, 4.9690156e-05), (1, 0.999919), (2, 1.8949064e-06), (3, 2.4978042e-05), (4, 4.4692174e-06)]","[(0, 0.99998444), (1, 6.198305e-06), (2, 5.6412676e-07), (3, 7.436033e-06), (4, 1.330517e-06)]","[(0, 0.0003020136), (1, 0.99950784), (2, 1.1497187e-05), (3, 0.00015155325), (4, 2.7116606e-05)]","[(0, 0.9999701), (1, 1.1931475e-05), (2, 1.085929e-06), (3, 1.4314334e-05), (4, 2.5612096e-06)]","[(0, 0.99991804), (1, 3.2708198e-05), (2, 2.9768848e-06), (3, 3.9240786e-05), (4, 7.02111e-06)]","[(0, 0.66721183), (1, 8.007998e-05), (2, 7.2883627e-06), (3, 0.33268362), (4, 1.7189914e-05)]","[(0, 2.698281e-05), (1, 1.1298838e-05), (2, 0.9999457), (3, 1.3555255e-05), (4, 2.425394e-06)]","[(0, 0.013891088), (1, 3.5003442e-05), (2, 3.1857794e-06), (3, 0.9860632), (4, 7.5137964e-06)]"
"[(0, 2.0640422e-05), (1, 0.9998421), (2, 3.6409598e-05), (3, 8.8840985e-05), (4, 1.2007879e-05)]","[(0, 1.60834e-05), (1, 0.9998769), (2, 2.8371036e-05), (3, 6.922649e-05), (4, 9.356763e-06)]","[(0, 6.633498e-06), (1, 0.9999493), (2, 1.1701456e-05), (3, 2.8552213e-05), (4, 3.8591384e-06)]","[(0, 4.6147066e-05), (1, 0.99964696), (2, 8.140319e-05), (3, 0.00019862822), (4, 2.684676e-05)]","[(0, 8.8780425e-06), (1, 0.9778531), (2, 1.566082e-05), (3, 0.02211713), (4, 5.1649363e-06)]","[(0, 3.488673e-06), (1, 2.6827804e-05), (2, 6.154001e-06), (3, 0.9999615), (4, 2.0295886e-06)]","[(0, 4.0788286e-06), (1, 0.005206108), (2, 7.195033e-06), (3, 0.9947802), (4, 2.3729208e-06)]","[(0, 5.455e-06), (1, 0.54975855), (2, 9.622592e-06), (3, 0.45022315), (4, 3.1735294e-06)]","[(0, 4.526024e-06), (1, 3.479757e-05), (2, 7.983883e-06), (3, 0.99995005), (4, 2.6330833e-06)]","[(0, 3.5453445e-06), (1, 2.7260003e-05), (2, 6.2539693e-06), (3, 0.9999609), (4, 2.0625582e-06)]","[(0, 6.4158603e-06), (1, 0.99995095), (2, 1.1317545e-05), (3, 2.7615433e-05), (4, 3.7325244e-06)]","[(0, 3.840924e-06), (1, 2.9531526e-05), (2, 6.77537e-06), (3, 0.9999576), (4, 2.234516e-06)]","[(0, 7.2225534e-06), (1, 0.44868317), (2, 0.21032202), (3, 0.34098336), (4, 4.2018305e-06)]","[(0, 6.063919e-06), (1, 0.9999536), (2, 1.0696722e-05), (3, 2.6100566e-05), (4, 3.5277772e-06)]","[(0, 7.68531e-06), (1, 0.99994123), (2, 1.3556848e-05), (3, 3.3079425e-05), (4, 4.4710464e-06)]","[(0, 8.171871e-06), (1, 0.31702617), (2, 0.68292576), (3, 3.5173733e-05), (4, 4.7541103e-06)]","[(0, 6.736603e-06), (1, 0.9996563), (2, 1.1883333e-05), (3, 0.0003212057), (4, 3.9191214e-06)]","[(0, 8.562704e-06), (1, 0.99993455), (2, 1.5104566e-05), (3, 3.6856007e-05), (4, 4.9814835e-06)]","[(0, 8.163087e-06), (1, 0.9999376), (2, 1.4399643e-05), (3, 3.5135723e-05), (4, 4.749e-06)]","[(0, 3.6094314e-06), (1, 2.7752958e-05), (2, 6.3670186e-06), (3, 0.9999602), (4, 2.0998416e-06)]"
